iter	Logloss
437	0.2125869267
438	0.2124439544
439	0.2123626578
440	0.2121647706
441	0.212035291
442	0.2119136261
443	0.2117093785
444	0.2115688151
445	0.2114618225
446	0.2113474092
447	0.2112093218
448	0.2111006166
449	0.2109489572
450	0.2108269317
451	0.2106460185
452	0.2104391314
453	0.2100822578
454	0.2098700581
455	0.2097606637
456	0.2095140026
457	0.2093918621
458	0.2092937999
459	0.2091864303
460	0.2090551184
461	0.2089578663
462	0.2088262777
463	0.2085811948
464	0.2084291948
465	0.208337961
466	0.2082023529
467	0.2080431047
468	0.2078521322
469	0.2075006719
470	0.2073534269
471	0.2071629137
472	0.207046327
473	0.2067444365
474	0.2066716612
475	0.2065552464
476	0.2064429663
477	0.2062911769
478	0.2061786133
479	0.2060765327
480	0.2059754421
481	0.205890803
482	0.2058111704
483	0.2057200307
484	0.2056288843
485	0.2054798187
486	0.2053730403
487	0.2052798272
488	0.2050630436
489	0.2048379548
490	0.2047210893
491	0.2045726142
492	0.2044540566
493	0.204392945
494	0.2042975832
495	0.2041876922
496	0.2040958607
497	0.2039062234
498	0.2038082756
499	0.2036874182
500	0.2035747995
501	0.2035071059
502	0.2033695611
503	0.20313053
504	0.2029911182
505	0.20289169
506	0.2027657471
507	0.2026748618
508	0.2025501867
509	0.202310399
510	0.2021118829
511	0.2020045878
512	0.2018848887
513	0.2018063542
514	0.2017037725
515	0.2015554089
516	0.201493754
517	0.201387245
518	0.2013009103
519	0.2011661897
520	0.201012097
521	0.2006683296
522	0.2005143995
523	0.2003468108
524	0.2002631822
525	0.2001640095
526	0.2000275351
527	0.1998000569
528	0.1996641186
529	0.1995852678
530	0.1994817948
531	0.1993453954
532	0.1992044786
533	0.199100643
534	0.1988842651
535	0.1985959305
536	0.1984569939
537	0.1982843927
538	0.1980834971
539	0.1979989743
540	0.197873503
541	0.1977554697
542	0.1975936886
543	0.1974592158
544	0.1972016473
545	0.1971189516
546	0.1970033418
547	0.1968439439
548	0.1967486362
549	0.1966540888
550	0.196540862
551	0.1964221329
552	0.1962913368
553	0.1961617505
554	0.1960293342
555	0.1959230047
556	0.1957978597
557	0.1957131923
558	0.195417432
559	0.1953171146
560	0.1951644025
561	0.1950676875
562	0.1949868118
563	0.1949290852
564	0.1948166276
565	0.1946591371
566	0.1945846141
567	0.1944943141
568	0.1943360161
569	0.1942458009
570	0.1941229037
571	0.1939780463
572	0.1938473839
573	0.1936972199
574	0.1934870978
575	0.1933426283
576	0.1932059616
577	0.1930811766
578	0.1930157472
579	0.1929361189
580	0.1928079021
581	0.1926760022
582	0.1925829432
583	0.1924638762
584	0.1922296994
585	0.1921248351
586	0.1919117184
587	0.1917781454
588	0.1916873562
589	0.1915339138
590	0.1914023361
591	0.1912259867
592	0.1911243402
593	0.1909568835
594	0.1908610662
595	0.1907236641
596	0.1906177407
597	0.190527507
598	0.1904141369
599	0.1903693964
600	0.1902913423
601	0.1901696225
602	0.1900942959
603	0.1899739698
604	0.1898359801
605	0.1896683309
606	0.1895750338
607	0.189456629
608	0.1893654371
609	0.1892676493
610	0.1891722479
611	0.189105041
612	0.1889981792
613	0.1889151078
614	0.1888101664
615	0.1886664295
616	0.1885748748
617	0.1883943289
618	0.1882959645
619	0.1882093704
620	0.1880889674
621	0.1880059855
622	0.1879371829
623	0.1878008718
624	0.1876660071
625	0.1874595686
626	0.1873512924
627	0.1872503493
628	0.1871820308
629	0.187045401
630	0.1869622902
631	0.18683432
632	0.186761473
633	0.1866607934
634	0.1864979457
635	0.1864313751
636	0.1863541428
637	0.1862851507
638	0.1861934414
639	0.1860995046
640	0.1859614977
641	0.1858549901
642	0.1857419851
643	0.1856437151
644	0.1855517672
645	0.1854218297
646	0.1852914059
647	0.185101646
648	0.1849565037
649	0.184877336
650	0.1847261794
651	0.1846560079
652	0.18451315
653	0.1844237684
654	0.1843570529
655	0.1842703716
656	0.1841737007
657	0.1840620053
658	0.1839691061
659	0.1838607526
660	0.18378426
661	0.1836425613
662	0.1835508042
663	0.1833986694
664	0.1833077314
665	0.1832150223
666	0.183109489
667	0.1829941247
668	0.1828942624
669	0.1827987496
670	0.1826891186
671	0.1826341273
672	0.1824806141
673	0.1824015033
674	0.1822797433
675	0.1820653897
676	0.1819344236
677	0.1817967402
678	0.1817363834
679	0.181638781
680	0.1814914448
681	0.1814298034
682	0.1813118651
683	0.1812075368
684	0.1811105626
685	0.1809764822
686	0.1808732351
687	0.1807774966
688	0.1806813677
689	0.1805334793
690	0.1803659942
691	0.1802574444
692	0.1801279143
693	0.180019418
694	0.1798957526
695	0.1798151048
696	0.1797253073
697	0.1796210906
698	0.1795350076
699	0.1794501783
700	0.179370982
701	0.1792585937
702	0.1791215851
703	0.179037346
704	0.1789355815
705	0.1787798386
706	0.1786873588
707	0.1786290483
708	0.1785198552
709	0.1783776855
710	0.1782746564
711	0.1781593996
712	0.1781005347
713	0.1780151593
714	0.177867279
715	0.1777933134
716	0.1776918945
717	0.1776387679
718	0.1775498964
719	0.1774122684
720	0.1772719949
721	0.1772180485
722	0.177112036
723	0.1770253227
724	0.1769678238
725	0.1769029271
726	0.176806813
727	0.1767213379
728	0.1766397512
729	0.1765178758
730	0.1764098946
731	0.1763180581
732	0.1762070998
733	0.1760743263
734	0.1759787062
735	0.1758795918
736	0.1757878624
737	0.1757309448
738	0.1756741987
739	0.1755968762
740	0.1754746033
741	0.1753638618
742	0.1752699708
743	0.1751479968
744	0.1750418779
745	0.17493813
746	0.1748479347
747	0.1747485015
748	0.1746615547
749	0.1745889663
750	0.1745081911
751	0.1744443355
752	0.1743479386
753	0.1742735885
754	0.1742051954
755	0.1741377549
756	0.1740141408
757	0.1739034768
758	0.1738093643
759	0.1737124057
760	0.1735781965
761	0.1734941053
762	0.173310188
763	0.1732278267
764	0.1731268
765	0.1730362203
766	0.1729646481
767	0.1728665065
768	0.1727401395
769	0.1726264137
770	0.1725653255
771	0.1724434437
772	0.1723420275
773	0.1721986797
774	0.1721276451
775	0.172054017
776	0.1719913287
777	0.1718994153
778	0.1718065722
779	0.1717480339
780	0.1716637026
781	0.1715828931
782	0.1714850289
783	0.1713729639
784	0.1712505684
785	0.1711205023
786	0.1710187093
787	0.1709672635
788	0.1708680363
789	0.170771803
790	0.1706923103
791	0.170605523
792	0.1705187846
793	0.1704723848
794	0.1703846612
795	0.1702224682
796	0.170096978
797	0.1700040449
798	0.1699227266
799	0.1698358246
800	0.1696859136
801	0.1696068463
802	0.1695079499
803	0.1694175408
804	0.1693416176
805	0.169196059
806	0.1691239309
807	0.1690697215
808	0.16901437
809	0.168926689
810	0.1688325908
811	0.1687471541
812	0.168680571
813	0.1685765615
814	0.16848505
815	0.1684141668
816	0.1683632954
817	0.1682465191
818	0.1681560103
819	0.168085803
820	0.1680149442
821	0.1679135175
822	0.1677817594
823	0.1676454944
824	0.1675390805
825	0.1674611368
826	0.1674228457
827	0.1673093852
828	0.1672583275
829	0.1671598582
830	0.1670514985
831	0.1669670246
832	0.1668729025
833	0.1667997171
834	0.1667596445
835	0.1666981582
836	0.1665978979
837	0.1665456875
838	0.1664598825
839	0.166367695
840	0.1662876938
841	0.1661931026
842	0.1660615491
843	0.1659739615
844	0.1659203258
845	0.1658866971
846	0.1658145097
847	0.1656889988
848	0.1656209031
849	0.1655624611
850	0.1654697093
851	0.1654079184
852	0.1653369502
853	0.1652067151
854	0.1651511599
855	0.1650579651
856	0.1649536599
857	0.1648787622
858	0.1647951617
859	0.1646350668
860	0.16449881
861	0.1644341489
862	0.1643415068
863	0.1642517208
864	0.1641569018
865	0.1640704219
866	0.1640293035
867	0.1639375762
868	0.1638745344
869	0.1637882112
870	0.1636653919
871	0.1635982567
872	0.163522648
873	0.1634669661
874	0.1633530355
875	0.1632769772
876	0.1632115695
877	0.1631288612
878	0.163044259
879	0.1629976292
880	0.1629131363
881	0.1628509584
882	0.1627925836
883	0.1626937363
884	0.1626260072
885	0.1625596599
886	0.1624721156
887	0.1623422381
888	0.1622842557
889	0.1622123758
890	0.1621613263
891	0.162067734
892	0.1619560007
893	0.161893203
894	0.1617536174
895	0.1616873533
896	0.1616207449
897	0.1615075495
898	0.1614447667
899	0.1613288931
900	0.1612398086
901	0.1611717567
902	0.1610769675
903	0.1609813969
904	0.1608869758
905	0.1608180888
906	0.1607611983
907	0.1607048123
908	0.1606398544
909	0.1605949618
910	0.1605300753
911	0.1603939315
912	0.1603311409
913	0.1602418518
914	0.1601965964
915	0.1600251511
916	0.1599663614
917	0.1598906335
918	0.1597799333
919	0.1596437002
920	0.1595537327
921	0.1594627806
922	0.1593612268
923	0.1592688674
924	0.1591871781
925	0.1591389422
926	0.1590268776
927	0.1589646975
928	0.1588826485
929	0.158835319
930	0.1587881466
931	0.1587336327
932	0.158679025
933	0.1586404964
934	0.1585486994
935	0.1584775765
936	0.1584217211
937	0.15834419
938	0.1582664717
939	0.1581996575
940	0.1581307665
941	0.1580408627
942	0.157987636
943	0.1579214697
944	0.1578748871
945	0.1577774126
946	0.1577147438
947	0.1576697214
948	0.1575898321
949	0.1575150812
950	0.1574407437
951	0.1574044752
952	0.1573315889
953	0.1572640737
954	0.1571977708
955	0.157138027
956	0.1570846812
957	0.1569252049
958	0.1568532062
959	0.1567583429
960	0.1566936725
961	0.156613419
962	0.1565208077
963	0.1564713833
964	0.1564053276
965	0.1563464965
966	0.1562872953
967	0.1561665816
968	0.1560643943
969	0.1560122191
970	0.155938797
971	0.1558434724
972	0.1557788775
973	0.1557022753
974	0.1556461967
975	0.1555892657
976	0.1555128113
977	0.1554318481
978	0.1553466706
979	0.1553035652
980	0.1552563473
981	0.1551782186
982	0.155111066
983	0.15502955
984	0.1548788666
985	0.1547636826
986	0.1546879339
987	0.1546201827
988	0.1545407445
989	0.154477995
990	0.1544178802
991	0.154332954
992	0.1542601075
993	0.1541986187
994	0.1541439664
995	0.1540493399
996	0.1539843051
997	0.1539349508
998	0.153831674
999	0.1537499977
